dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9458346048214831,0.933274784282602,0.5985299050345572,0.8246854603527287,0.1739220585393211,204.29762744903564,5.262428522109985,ok,,26215,20972,0,6554,,90,1e-05,True,200.5456829071045,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,21,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.947167652107572,0.9488842265878314,,,5,True,False,,f_mmd,test,standardized_l2,0.05,3.294455402319229,0.5374619612438457,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9875539751079502,0.9875647904454473,0.987090252026428,0.9990433809069978,0.036204919810405044,536.2342596054077,7.351801872253418,ok,,31492,25193,0,7874,,90,1e-05,True,536.2337744235992,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9857120177806001,0.9871408160025401,,,22,False,False,,f_mmd,test,standardized_l2,0.05,4.257028186133039,0.770495364586164,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8096266192532385,0.8081862765659983,0.7830013594676233,0.8778381938161981,0.41469510446440866,153.1862874031067,7.373546361923218,ok,,31492,25193,0,7874,,90,1e-05,True,153.18587732315063,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.807906016828068,0.807906016828068,,,0,True,False,,f_mmd,test,standardized_l2,0.05,1.8411351944991268,0.11421534458431605,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7014925373134329,0.6996191714905836,0.6777699031419797,0.7403732577368296,0.5791034934455302,12.40631103515625,0.4383046627044678,ok,,1072,857,0,268,,30,1e-05,True,12.405205726623535,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7674418604651163,0.772093023255814,,,6,True,False,,f_mmd,test,standardized_l2,0.05,4.580026916701444,1.8472818550739765,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7315714285714285,0.7310840751234046,0.731547177648058,0.7977980666279402,0.5460805052473068,297.4347257614136,19.4981107711792,ok,,56000,44800,0,14000,,150,1e-05,True,297.4342498779297,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,45,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7352678571428571,0.7352678571428571,,,0,True,False,,f_mmd,test,standardized_l2,0.05,29.765720811226128,22.702902107876298,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9666666666666667,0.9666759284986571,0.9671857619577309,0.9909621802002225,0.10219033410933696,13.04739260673523,0.44638633728027344,ok,,1920,1536,0,480,,30,1e-05,True,13.046780347824097,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.96875,0.9765625,,,4,True,False,,f_mmd,test,standardized_l2,0.05,3.474111017300537,0.5011058777592405,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9625,0.9625097671511172,0.9631535038932146,0.9909100389321468,0.11373646895983414,12.668719053268433,0.44350600242614746,ok,,1920,1536,0,480,,30,1e-05,True,12.668192863464355,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9765625,0.984375,,,5,True,False,,f_mmd,test,standardized_l2,0.05,2.77001594160081,0.3098385256639161,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9479166666666666,0.9479309112325682,0.948484427141268,0.9906667130144604,0.12380856414204654,15.269866466522217,0.4467580318450928,ok,,1920,1536,0,480,,30,1e-05,True,15.269487857818604,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9583333333333334,0.9609375,,,8,True,False,,f_mmd,test,standardized_l2,0.05,3.064720688473775,0.24268387939459715,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.8928571428571429,0.8828045999801725,0.7155952520860265,0.8971872918870214,0.26039898783714555,8.415921688079834,0.45217037200927734,ok,,1792,1433,0,448,,30,1e-05,True,8.415537595748901,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8913649025069638,0.8913649025069638,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.669495286517383,1.1691989332092039,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6763636363636364,0.664268300302497,0.726487617107908,0.7329682105319195,0.5050119858911287,41.80875515937805,1.2260618209838867,ok,,8799,7039,0,2200,,30,1e-05,True,41.80825066566467,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,8,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.6869318181818181,0.6869318181818181,,,0,True,False,,f_mmd,test,standardized_l2,0.05,2.454669355034602,0.41702901342527726,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7422784810126583,0.74213657660834,0.74140743449517,0.8192674799386965,0.5249273319358743,81.10823392868042,1.3990294933319092,ok,,7896,6316,0,1975,,30,1e-05,True,81.10784602165222,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7443037974683544,0.7474683544303797,,,9,True,False,,f_mmd,test,standardized_l2,0.05,4.389033264927759,3.2461577054719406,,True
