dataset_name,dataset_dir,task_type,n_train,n_val,n_test,n_features,n_classes,accuracy,f1,balanced_accuracy,roc_auc,log_loss,fit_seconds,predict_seconds,status,error,n_train_a,n_train_b,n_holdout_c,n_test_d,ttt_loss,ttt_steps,ttt_lr,ttt_applied,ttt_update_seconds,ttt_split_strategy,ttt_split_reason,ttt_epochs,ttt_chunks_per_epoch,ttt_batch_mode,ttt_val_eval_metric,ttt_val_baseline_metric,ttt_val_best_metric,ttt_val_baseline_accuracy,ttt_val_best_accuracy,ttt_best_epoch,ttt_stopped_early,ttt_oom_fallback,ttt_fallback_reason,ttt_c_selection,ttt_c_source,ttt_c_metric,ttt_c_reserve_ratio,ttt_c_f_distance_mean,ttt_c_f_distance_std,ttt_c_fallback_reason,ttt_c_label_coverage_ok
Amazon_employee_access,/home/crc00006699/zh/tabiclv2/data184/Amazon_employee_access,binclass,26215,5243,6554,7,2,0.9464449191333537,0.9319513234112834,0.5852326065824192,0.8219251599670987,0.17209295405358718,196.82341742515564,5.331170082092285,ok,,26215,20972,0,6554,,90,1e-05,True,191.60109543800354,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,21,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9477398436009918,0.9498378790768643,,,4,True,False,,f_mmd,test,standardized_l2,0.05,3.294419564371514,0.5369259862109653,,True
BNG(breast-w),/home/crc00006699/zh/tabiclv2/data184/BNG(breast-w),binclass,31492,6299,7874,9,2,0.9876809753619508,0.9876879578453164,0.9869237638548068,0.9990853334962837,0.03467867673768518,282.6943438053131,7.287487983703613,ok,,31492,25193,0,7874,,90,1e-05,True,282.69362592697144,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9868233052865534,0.9869820606445467,,,7,True,False,,f_mmd,test,standardized_l2,0.05,4.257181860542313,0.7712669521943133,,True
BNG(tic-tac-toe),/home/crc00006699/zh/tabiclv2/data184/BNG(tic-tac-toe),binclass,31492,6299,7874,9,2,0.8129286258572517,0.810095602224644,0.7805599261456277,0.8818175956148575,0.40640692844496407,158.50959587097168,7.299403667449951,ok,,31492,25193,0,7874,,90,1e-05,True,158.5090115070343,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,26,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.8107636132719479,0.8107636132719479,,,0,True,False,,f_mmd,test,standardized_l2,0.05,1.8411337987374246,0.11456303289113755,,True
Basketball_c,/home/crc00006699/zh/tabiclv2/data184/Basketball_c,binclass,1072,215,268,11,2,0.7238805970149254,0.7200679017702186,0.6958421922986062,0.7394873612095441,0.5755156805114334,11.656118869781494,0.46151113510131836,ok,,1072,857,0,268,,30,1e-05,True,11.655690908432007,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,1,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7674418604651163,0.7813953488372093,,,4,True,False,,f_mmd,test,standardized_l2,0.05,4.580026916701444,1.8472818550739765,,True
Cardiovascular-Disease-dataset,/home/crc00006699/zh/tabiclv2/data184/Cardiovascular-Disease-dataset,binclass,56000,11200,14000,11,2,0.7207857142857143,0.7200959181223275,0.7207574190228307,0.7806791732829954,0.5674983003194006,307.1114945411682,19.623144149780273,ok,,56000,44800,0,14000,,150,1e-05,True,307.11099648475647,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,45,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7348214285714286,0.7348214285714286,,,0,True,False,,f_mmd,test,standardized_l2,0.05,28.34610918969003,22.466490059445263,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-10.0GHz(Urbinati),binclass,1920,384,480,30,2,0.9604166666666667,0.9604233718888132,0.9605812013348165,0.9937951890989989,0.09503365319622385,8.42589282989502,0.47019529342651367,ok,,1920,1536,0,480,,30,1e-05,True,8.425191402435303,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9713541666666666,0.9713541666666666,,,0,True,False,,f_mmd,test,standardized_l2,0.05,3.4741110173005367,0.5011058777592458,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-11.0GHz(Urbinati),binclass,1920,384,480,30,2,0.95625,0.9562604449267499,0.9569660734149055,0.9918485817575083,0.11084385124038362,10.464656591415405,0.47188830375671387,ok,,1920,1536,0,480,,30,1e-05,True,10.464203834533691,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9791666666666666,0.9817708333333334,,,2,True,False,,f_mmd,test,standardized_l2,0.05,2.7700159416008105,0.3098385256639147,,True
Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),/home/crc00006699/zh/tabiclv2/data184/Contaminant-detection-in-packaged-cocoa-hazelnut-spread-jars-using-Microwaves-Sensing-and-Machine-Learning-9.5GHz(Urbinati),binclass,1920,384,480,30,2,0.9541666666666667,0.954176215940922,0.9549499443826474,0.9924568965517241,0.11344537614658987,10.403435707092285,0.46867990493774414,ok,,1920,1536,0,480,,30,1e-05,True,10.402921915054321,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.9583333333333334,0.9635416666666666,,,2,True,False,,f_mmd,test,standardized_l2,0.05,3.064720688473775,0.24268387939460082,,True
Customer_Personality_Analysis,/home/crc00006699/zh/tabiclv2/data184/Customer_Personality_Analysis,binclass,1792,359,448,24,2,0.890625,0.8798192095170371,0.7081325655188624,0.9043561718964234,0.2558455844980093,12.088171482086182,0.5020933151245117,ok,,1792,1433,0,448,,30,1e-05,True,12.087664604187012,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.883008356545961,0.8885793871866295,,,3,True,False,,f_mmd,test,standardized_l2,0.05,4.669495286517382,1.1691989332092054,,True
E-CommereShippingData,/home/crc00006699/zh/tabiclv2/data184/E-CommereShippingData,binclass,8799,1760,2200,10,2,0.6759090909090909,0.6643805568003145,0.7251923570641688,0.7295937511537989,0.5040790343995619,42.649503231048584,1.2691447734832764,ok,,8799,7039,0,2200,,30,1e-05,True,42.64907622337341,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,8,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.6863636363636364,0.6863636363636364,,,0,True,False,,f_mmd,test,standardized_l2,0.05,2.45290531039368,0.4174394284113909,,True
FICO-HELOC-cleaned,/home/crc00006699/zh/tabiclv2/data184/FICO-HELOC-cleaned,binclass,7896,1580,1975,23,2,0.7412658227848101,0.7410718201036931,0.7402682647229218,0.8194585399726353,0.5208753851462126,38.895916223526,1.4029526710510254,ok,,7896,6316,0,1975,,30,1e-05,True,38.89543581008911,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,7,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7468354430379747,0.7468354430379747,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.3886816141143425,3.228620763304377,,True
FOREX_audcad-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audcad-hour-High,binclass,35060,7012,8765,10,2,0.7158014831717057,0.7156053245789445,0.7151049406783627,0.78836195427632,0.5551739988354936,191.88916420936584,8.68790602684021,ok,,35060,28048,0,8765,,90,1e-05,True,191.88866066932678,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,29,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.7113519680547633,0.7160581859669138,,,1,True,False,,f_mmd,test,standardized_l2,0.05,5.628029426382935,4.0913041696254755,,True
FOREX_audjpy-day-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audjpy-day-High,binclass,1465,293,367,10,2,0.771117166212534,0.7692402884754207,0.768622555139409,0.8498305689316926,0.49303533061498783,7.940188884735107,0.4814326763153076,ok,,1465,1172,0,367,,30,1e-05,True,7.939672470092773,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,2,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.764505119453925,0.764505119453925,,,0,True,False,,f_mmd,test,standardized_l2,0.05,4.970620801922387,1.6582297571052538,,True
FOREX_audsgd-hour-High,/home/crc00006699/zh/tabiclv2/data184/FOREX_audsgd-hour-High,binclass,35060,7012,8765,10,2,0.7057615516257844,0.7052217185824883,0.7046034880676635,0.780731618523762,0.5685341267295755,354.80957198143005,8.718830823898315,ok,,35060,28048,0,8765,,90,1e-05,True,354.80908274650574,tabpfn_finetune_epoch_chunks_f_mmd,dataset_val_split | c_selection=f_mmd | c_source=test | c_metric=standardized_l2 | c_reserve_ratio=0.05,30,29,tabpfn_finetuning_api_f_mmd_grad_accum10,acc,0.690530519110097,0.7123502567027952,,,9,True,False,,f_mmd,test,standardized_l2,0.05,4.280904861163643,1.4824739109416862,,True
